id,dialogue,summary
131," customer: obvious why   a , T5 completely DEAD, more staff then passengers,  terrible customer service, &amp; still can't get on my plane even though it was not due to leave for 50min.
    support: Hi Thamin, if you arrived after check-in for your flight had closed we wouldn't be able to accept you for the flight. Even if the airport is quiet, check in times still need to be met. ^Natalie customer: Natalie I was 5min late. Plane wasn't expected to leave for 55min, airport was empty, pretty sure security would be too, (would guess the plane was too)I'm confident I could have made it to the gate with ample time, with just a tiny bit of your help. support: Hi Thamin, I'm afraid this isn't something we can offer any flexibility with. It's not possible to check in for a flight after check in closes, as the system doesn't allow it. Late arrivals can cause flight delays and we apply the same policy to everyone, not just when it's 1/2 support: busy. I can understand your disappointment, but it's your responsibility to arrive at the airport in good time and complete check in before it closes. ^Beth S. 2/2 customer: Just for clarification 🤔- so you never allow anyone and have allowed in the past people that are late for checkin? Could you kindly direct me to this policy too please. customer: And are you sure Beth that the system does not allow you to do late check-ins? support: We're sorry, Thamim. If you follow this link, it does advise you  Click check in essentials. It is your responsibility to arrive at the airport with enough time. ^Pip customer: You've not answered all my questions - I take my responsibility for being 5min late, but your staff could have easily (assessed it's not busy and) check me in. support: We appreciate the points you've raised, Thamim. However, once check in has been closed, we're unable to reopen a passenger list. We hope you understand we have to be fair and consistent with all of our passengers. 1/2 support: This means our staff wouldn't have been able to make an exception when you travelled. We hope this message helps to clarify our position. 2/2 ^DaniH customer: Thank you for the response- but it doesn't suffice and is unacceptable, you're flights are always delayed and customers get no compensation. You also make different exceptions for different people it seems support: EU compensation depends on the reason for a delay or cancellation, Thamim. Not all flights are eligible as not all reasons are under our control. We're sorry you remain disappointed, however, as previously advised it's your responsibility to make sure you arrive at the 1/2 support: airport and check in, in time for your flight. We're unable to hold a flight for a passenger if they are late. Our position remains unchanged. ^Natalie 2/2 customer: Natalie - do me favour, let's quantify this: how long on average it takes to get from checkin desk to the furthest boarding gates at T5? customer: And for the record I wasn't asking you to hold a flight, the plane wasn't due to leave for 50min (and it was still delayed by 20min) support: Hi Thamin. It can depend on a lot of factors.  We appreciate you may not have been asking to hold the flight. If you're late to check in, there isn't any way for you to make the flight, even if the flight is delayed. We're sorry you remain disappointed with our response. ^Paul",The customer says that he would have been allowed for check in since he was delayed by only 5 minutes. The agent replies that any customer wouldn't be allowed for check-ins if arrived after check in is closed and it applies to all of their customers.
132, customer: our conductor David on the Taunton to Bristol line now is very jolly. Bless him. support: Hi there. Really glad to hear this :)  Which service are you on please? - Josh customer: I'm on the 14.10 from Taunton to highbridge now. customer: He stamped our tickets and very polite as are all the staff. Great to travel with GWR:) support: Thanks for the kind words. Have a great rest of your day - Josh customer: He's a star! he described Bridgwater as breath takingly beautiful which of course its not but he made everyone in our carriage smile!!! customer: I'm on a side seat by door so I could see everyone smile. He's fantastic conductor and staff like this do you proud. support: Smashing! Thank you very much for sharing. I've just been in contact with his Manager to let them know about your praise. - Jordan customer: Thank you so much!,Customer is praising a conductor for the politeness with his service. Agent states that he passed on the feedback to their manager.
133," customer: Thanks for ditching sister in law and infant. Classy move delaying flight for an hour and not holding the connnection  customer:    Do you guys agree with customer: to let a client sprint with infant to connecting flight and not wait 5 mins support: So sorry to hear of your family's troubles. Were they able to get re-booked? ^MS support: So sorry to hear of your family's troubles. Were they able to reach out to an Agent to get re-booked? ^MS customer: Yes she did. Had to wait an extra 3 hours though. support: We know how frustrating delays can be. Thanks for hanging in there with us. ^MS customer: I guess that's the only choice. Lots of people missed connecting flight because of your delay. Might have to try different carrier next time support: Do you mind sending her confirmation number over in a DM, so we can take a closer look at what was going on? ^MS customer: Just sent it over customer: Thank you customer: for helping us fix the issue and explain what happened. Appreciate your dedication to your customers support: Glad we could help. We hope to welcome you all onboard again soon. ^MS",Customer is complaining about the delay in flight for an hour and not holding any connection. Agent updates to send their confirmation number over in DM so that they can have a closer look into the issue.
134," customer: T1 I booked a flight with you, through  I missed my flight due to an incident at Euston, Opodo say to get a refunds are only authorised + given by the airlines, ie you is this true? support: We wouldn't be able to authorise the refund. It would be subject to their ticket rules. ^J customer: So basically, another fob off by  ? is what you are saying? support:  We wouldn't even know what rules they applied to the ticket from here. ^J customer:  Okay, so are you suggesting I go back to Opodo with this information? customer:  Or do who do I ring in your company  about this? customer: To quote   T1 ""  we would like to inform you that refunds are only
 authorized and made by airlines. These rules come from the airlines where Opodo lacks of responsibility +&gt; that any issue related to an irregularity in your flight is as a direct  result of the airline. customer: T2 To continue:  ""  In these types of situations, you need to get in contact directly with the airline in question and they will be able assist you further in this  matter."" So, what would you in light of these suggest? Thanks for listening :) support:  Yes definitely Carrie as that is who you booked through ^S support: We get this quite a lot. If they want a refund of this ticket they can request from their Virgin rep. ^J customer:  Thank you  again for listening and responding, so appreciated :) customer: Aha, thanks so much again for your response, I sincerely appreciate it :)",Customer missed his flight needs  refund. Agent informs customer if he needs refund of his ticket they can request from their Virgin rep.
135," customer: Is there a way to improve the GPS accuracy of your NRC app? Mine are very off compared to prev versions of your app. Thanks! support: We'll take this one. What device, operating system and version of the app are you using? How are you holding your device? customer: Thanks! iPhone 8, OS 11.0, NRC app version 5.8.0, held on hip, everything same as prev, but seems like it isn't near as specific (see photo)  support: Let's have you log out&gt; restart your device&gt; log in. When you can, please give it a quick test run and report back. customer: Seems like it might’ve worked, still a little off but much better than before. Thank you for your quick responses and help! support: You're welcome, Jonathan. We're glad to see you back up and running. Give us a shout if you need assistance with anything else. customer: Yikes, spoke too soon, still inaccurate. Is there a way to sample the GPS points more often? Ran &gt;7 mi, but app only registered ~6 yesterday support: For best accuracy, we recommend holding your phone in your hand or in an armband. Go for another run and test it out.",Customer is complaining about the inaccuracy of GPS in the NRC app. Agent requests to test it out by holding the phone in hand or in an armband.
136," customer:  gates c12 and 13 are a mess!  Boarding mix ups, no explanation for delays.  Please help!   support: I'm very sorry. The Red Coat agents are the Supervisors at the airport. Do you see any nearby? *TMT customer:  Why is flight 5357 delayed?!  New gate agent at 15 doesn’t know.   support: My info is showing the delay is due to an aircraft mechanical problem.  *TMT customer:  Gate agent says plane is being transported here.  App data is not up to date.   support: Hi, there. Please provide flight number, I'll gladly provide you with an update.  *AST customer: 5357 support: DL5357 is Estimated to Depart at 5:00 PM. Would you like me to take a look at re-booking options for you?  *AST customer: Flight delayed because crew timed out.  Please advise! support: Correct.  *AST",The customer is asking about flight delay. The agent confronting the customer saying that there was a mechanical problem so the flight was delayed.
137," customer: I stood waiting for help...listened to a Wendy and an Indian lady rep berate peeps and give a FU answers!  Gate A3/Boston   support: Hello! I apologize for those agents. Delta strives to have high-value service this is what you should expect from us.  *TCC customer: I will be calling Delta on Monday! These agents were not only nasty they were vindictive! Very disturbing! support: I regret hearing you did not receive the Delta style customer service we expect from our employees.  *AST support: Let us know if there is anything we can do for you via this channel.  *AST customer: I’ve tried calling customer care and they aren’t accepting calls for customer complaints. Hmmm...interesting! support: I am truly sorry to hear this. Our Customer Care office may be experiencing higher than normal call volume at the time. You may also... 1/2 support: ...write into our Customer Care on our website here:   *TBW 2/2 customer: I don’t want to write someone! I want to speak with someone support: I have just tried our Customer Care number, and the number did not state that they aren't accepting calls. *TBW customer: Try option  They stated they were not accepting calls and to go to your website. customer: I called more than once support: Hello. I see that you were communicating with my colleague previously. Please allow me just a few minutes to review your messages.   *HAN",Customer is complaining about customer service for not picking up the calls. Agents informed that during that time high call volume and asked to allow just few minutes to review the messages.
138," customer:  why is your   not letting me to cancel my booking? I'm logged in with my BA Executive Club credentials.  support: If you're the card holder, this should work. Could you DM the booking reference in question? ^Kimbers customer: It worked from the desktop browser, but it doesn't work from the mobile app. The app opens manage my booking as web, hence the error. support: Understood, sorry about that. I've noted it's Android, I just need to know the type of phone you're using and the browser. Android 1/2 support: tend to stick with Google anyway. I'll pass this to our Fault Reporting team. 2/2 ^Kimbers customer: Built-in browser in the app, so default Android browser. I use vanilla Android from Google. Many thanks! support: Thanks for that! Could you DM the model of the phone and your booking reference, with your name, email and contact number for security? 1/2 support: They've said that it may be something quite small in the booking which will throw it off and would like to check. 2/2 ^Kimbers",Customer is unable to cancel  booking from his android mobile. Agent informed customer that they will check on it.
139," customer:  since your site is broken AND you seem to ignore your customers maybe we should do our XMAS shopping in   support: We'd hate to lose you. Can you tell us what you are running into &amp; we'll ask our tech team to review that ASAP. ^CM customer: ""I'm committed"" to buy an item which I can't pay since the seller is not shipping to P.O. Boxes. I messaged him but he can't understand. customer: Now I have a rude ""PAY NOW"" message which I can't get rid of because your site can't cross reference ""committed"" with no shipping to P.O.bxs customer: And of course I can't cancel this mess unless the seller decides to do so after so many messages and wasted time. customer: And last but not least there is only FAQ (sounds about right) support with no way to directly contact a human being. support: 1/2 So sorry for any lost time. The seller should cancel that. I'd recommend ignoring that for now. If the seller opens an unpaid support: 2/2 case, please let us know once that closes and we'll remove that. Thanks ^CM customer: OK thank you. I'll come back to that if necessary. support: Please keep us posted. We don't want that to cause any more concern. ^CM customer: In the mean time ask your developers to fix this. If a buyer has an address the seller won't ship to, there should be no commitment to buy. support: The seller does have the option to block PO boxes in their shipping options:  ^CM customer: You didn't get me. IF the seller blocks POs then the system should not COMMIT a PO buyer and lock him in a cannot-pay-loop. customer: And while the seller is enjoying his weekend I get messages on my phone:  support: If the seller and buyer have info set up correctly, the sale should be blocked. You can hide the transaction for now. ^V customer: He keeps asking me to add a new address which I can't customer: I sent you a dm support: Thanks for doing that, George! I have replied with more info on your situation. Please check for this. ^BL",The customer is telling they wants to buy an item but the seller is not delivering to her address and he is asking to change her PO Box address which she can't. Agent is responding that the seller will not be having an option to block the PO Box and also informing that he have replied with more info on that issue.
140," customer: has to be the biggest inconvenience. Not to add it has been handled unprofessional  support: Hi Malika. Sorry to hear this. What journey are you making? Also, what service were you booked to travel on? Rach customer: Hi Rach I am waiting at Worcester Forgate currently. Myself, partner and sister were booked onto the 20:59 to London Paddington support: This train has been cancelled due to a train fault. My sincere apologies for the cancellation this evening. 1/2 Rach support: As you were delayed by over an hour you can claim compensation here:  2/2 Rach customer: I totally appreciate at that as I did once work for a train company and I am aware these things do happen from time to time. customer: The main issue i have with this situation is that you guys moved the service to run from Shrub Hill and did not notify anyone prior customer: This is completely unacceptable. We all have work at 9am tomorrow and will need to pay for a cab to travel across the city due to this delay support: I will record your feedback on this. I do appreciate information provision during disruption is vital. Rach",Customer is complaining about the inconvenience of train delay appears. Agent apologised for the inconvenience and provided compensation via URL.
141," customer: if it’s  or  windows 10 but nothing I do will allow photos to transfer from my phone to my pc since 2 windows updates ago. 😡😡😡 support: We'd love to help! Are you trying to move these photos with iTunes, or iCloud? customer: Neither. Directly from the device with windows 10 option to import pictures, which has always worked until a few weeks ago... support: Understood. Let us know if you're able to import your photos using our article and steps here:  customer: I got it to work till it came across a picture with the file name IMG_E#### then it said the device was unreachable, and now can’t find photos again... support: Okay. Have you tried repeating the steps again from the article to see if it works? customer: Yes. And then some. Nothing is working support: We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from here. ",Customer is complaining that they don't whether its windows 10 but it's not allowing to transfer photos from phone to their pc since 2 window updates. Agent updates to DM more about the issue so that they can look more into the issue to resolve it.
142," customer:  ,How long will it take to Switch from  support: We would love to have you in Idea family. Please visit nearest Idea store for further assistance. Regards, Mahindra support: Please locate Idea store on this link  Rgds, Mahindra 1/2 customer: i already ported but they saying it will take 1 week to switch from  customer: even i got Idea sim but ""to activate that number it will take 1 week time "" told by Idea CC Exe customer: Shall I share the mobile number? customer: that was not idea store some agents of idea sat in the Reliance Store support: As our executive have informed you already, we request you to wait for sometime. Regards, Mahindra 1/1 support: If your number doesn't get active in sometime, please write us back. Regards, Mahindra 1/2 customer: Some time = 1 week?",Customer is enquiring about how long it will take to switch to idea network. Agent updated the customer to visit nearest idea store for further assist and also inform that if the number is does not get active please write us back.
143," customer: iPhone 7 Plus is on 11.1 and iPhone X is 11.0.1 so it won’t restore from my backup.     customer: X wouldn’t activate over cellular so hotspotted 7Plus. Activated. Set up as new to download upgrade.    customer: card not activated so can’t do it over cellular. Tried hotspot 7Plus as before. Now it won’t work. Surface wouldn’t connect either customer: I’m on hold for 20 minutes waiting for SOMEONE at  to activate my phone. support: Hey Jae, thanks so much for reaching out. Send us a DM if there's anything we can assist with :) *ChanneyT customer: Like how are you messing this up? This isn’t the first time you’ve done this.   let see how long this goes customer: Unless you can activate the SIM over DM, I don’t think I want to waste either of our time. support: Hey! We can do pretty much NEthing except new acct actvtns. Hit me up here  so we can check! *KrystnYogi customer:  Crossing 30 min hold time. No response to DM.  support:  I see you and we just replied. We're popular on social but are working as fast as we can to get to you! :) &lt;3 *KrystnYogi",The customer says his iPhone 7 plus is on 11.1 and iPhone X is 11.0.1 so it won't restore from his backup and his SIM card not activated which can't be done over cellular. The agent asks to DM and says to contact them over a link provided by them to the customer.
144," customer: I bought LR5 in July 2013, subscribed to CC in Nov 2013. Stopped CC last month, now I can't use develop mode in LR5. Any advice? support: Yes, you can use the LR5 if your machine is compatible to it &amp; the catalogue does not have backward rolling capability. ^Raj customer: No I can't. See attached photo.  support: Hi there, we're looping in one of our experts who can help you out here. They will review and reply as soon as they're available. Thanks ^Raj customer: As long as it's not the same guy working the online chat on your website tonight, he was useless. Feel free to postpone the answers until tomorrow morning if necessary, anyone but him please. support: Hi Soren, If your subscription status if fine then, there is some permission issue with Adobe folders on your machine. Please refer the discussion related to this issue:  Thanks. ^MG customer: Tried fixing it, and it asked for my serial number. Entered number from email and it says invalid. Logged into  account page and it won't show me the serial number in the order. support: Have you already contacted us here?  Our account experts will be able to help you out most efficiently! Let us know if you have any questions. Thanks! ^Raj customer: I tried. I waited for an hour and a half before getting someone in chat, and then he was pretty much useless. support: Would you mind private messaging your Adobe ID(Email) so that we can look into it. Thanks ^Raj ","Customer enquires that he purchased LR5 in july 2013, subscribed to cc in nov 2013 and stopped cc last month but now he cannot use develop mode. Agent states that LR5 can be used if machine is compatible and also requests that they will message them to  Adobe ID(Email) for further assistance."
145," customer: I desperately need to get to Hawaii tonight! I leave tomorrow via U.S. Naval carrier and you keep changing my flights. Please help 💯 support: Oh boy! Can you pleae DM your confirmation number? I'd be happy to take a look into this for you. *TBW  customer: HRUWNY customer: If possible I'd prefer getting there before 10:51pm 🤔 support: Thank you. To better protect your privacy, please DM to start a private conversation via the link on the previous tweet. *TBW customer: I also MUST have my luggage with me as I will be leaving in the am via Naval carrier () support: I can get you on a flight with AS to Seattle, where you can connect to the rest of your flights. To reroute your luggage, it would be best to speak with an agent at the airport. *TBW customer: Ok talk to me 🤗 customer: Please give me details support: I DM'd them to you... To keep this from being confusing. Let's keep this in DM from now on. *TBW",Customer is complaining about rescheduling of his flights and fears of missing his scheduled naval carrier journey. Agent assures to connect with the rest of the flight by getting customer on a flight to Seattle. Also states that would assist to reroute the luggage.
146," customer: participated contest but customer:did not found winners tobe announced anywhere. You said that winners will be announced on November 30  support: We will certainly help you with the details, Hemanth. Could you please confirm which contest you are referring to so that we can assist accordingly? ^PR customer: I think its oneplus 5T support: For OnePlus 5T we haven't made any announcement yet. Kindly stay tuned to our website for further updates. ^KH customer: Is there any winner announcement today for the contests you have put support: We're working to get the winners list out soon. Kindly wait for the results to be declared; appreciate your patience. ^VN customer: Thank you. Requesting you to display winner names on twitter support: The winner's list will be shared on our page. Kindly visit our page to check the winner details once results are out. ^RB",Customer is enquiring about winners list of oneplus 5T. Agent informed the customer that to visit their page to check the winner details once results are out.
147," customer: Hi, my prime delivery has been delayed for three days due to ‘external factors’. What does this actually mean? support: Hi, Chris! I'm really sorry your parcel has been delayed. It's our busiest time of year and unfortunately the carriers are struggling to keep up. This help link explains it better than I do:   Did your tracking information update at all? ^SP customer: No - I have been waiting for three days. Can’t get a refund until Friday. Black Friday deal now passed, Amazon no longer have item customer: And much more expensive elsewhere. Customer services say I need to wait until Friday before I could get a refund which will be far too late customer: Amazon unable to clarify where package is. Left warehouse two miles from delivery address on Monday never to be seen again!! customer: Feel really let down support: Apologies for the disappointment, Chris! Could you please confirm the carrier for this late shipment? You can find that information here:  Please keep us posted! ^SD customer: Amazon Logistics support: Apologies, please report this to us here:  ^JJ customer: This just gets me back to customer services who say don’t know where parcel is and can’t help until Friday. So glad I pay for Prime!!",Customer is complaining about delayed delivery from 3 days. Agent states that it is the busiest time of the year and requests to report it over a provided URL.
148," customer: UPS Belgium is terrible. Delivery planed for Thursday 19, shipped it to the wrong town twice and u tell me I've to wait Monday 23 ? support: I understand how upsetting that must be. If any assistance is needed on the next attempt message us. ^EA  customer: I called twice, Friday and today. They told me it couldn't be delivered today because warehouse is closed (WTF). I needed it 1/2 customer: Before tomorrow because I go abroad. It's important, for my business. I will lose clients and the person I had on the phone didn't care 2/2 support: With the warehouse being closed there is nothing that we can do to override this and have the package delivered. ^QJ  customer: How is it possible that a warehouse could be closed a Saturday ? You must be kidding. You shipped it to the wrong town twice, c'mon ! support: If the shipper did not request a Saturday delivery and the package is in warehouse it will not move until the next business day. customer: Of course it didn't request that because the delivery was scheduled for Thursday and you sent it to the wrong address twice !",Customer complaints on product shipped to wrong address. Agent ask the customer to DM for further assistance.
149," customer: You were right, nice flight.  I got a problem though!  While in the plane with my carryon, the flight attendant slammed the over he'd door on the handle and broke my carryon! support: Oh, no! I am so disappointed to hear that. It is best to take the damaged bag to our Baggage Service Office and have them review the damages. *AJL customer: Is there a way to do it any other way?  I landed at midnight in Pittsburgh and nothing was open!  Thank you for your quick response though! support: Regretfully, the airport Baggage Services has to make a report and document damages to make sure that this gets taken care of. This would be the only place that could do it. *TBW customer: I live 2 hrs from Pittsburgh Airport...

So I'm screwed support: Hi Andy, I am so sorry. You can also file online as well.  We do need to know the purchase price, the age of the bag and a description of the damage. You could upload a picture Please use this link to our website.  Thank you. *TJM customer: Thank you so much.  I have all that information already! support: Perfect, thank you for your patience. Thank you for flying Delta!  *TJM customer: No, thank you!  

You guys put American to Shame!!! support: Wow! We are cool like that! We do appreciate you choosing Delta. *TJM",Customer is complaining about  flight door handle broken his carryon. Agent is replying that take a damaged bag to baggage service as  they will review the damages.
150," customer: please help with booking DLIM7U, is there rescheduled earlier flight fr Perth? Will I get same seats (w/ cot) support: Sorry for the inconvenience, Denny. You may opt for free flight change or Full Credits. Which do you prefer? -Floi customer: Reschedule is fine, but is there earlier flight from Perth than 4.30pm? customer: Hello airasiasupport, any update on my case? Is there earlier flight? Will I get the same seats, please reply soon, flight time is closing. support: Hi, kindly provide us with the preferred flight as there's 06:50 and 11:35. Do let us know which would you prefer. Thanks - Ed customer: 11.35 flight from Perth, then will arrive and depart from KL at what time? support: You may check the availability at  and provide the request here. There are few options to choose. -Miza customer: After seeing options, decided not to change anything, anything need to be done on my end? support: Nope, Demarton, You may just leave it as it is. Take care and see you soon on board! -Miza","Customer wants to reschedule the flight from Perth to earlier flights than 4:30 pm. Agent states about other flights between 6:50 and 11:35, and requests to check the availability by sharing an URL."
151," customer: in con mode again. A company that deserves to go bust. Awful service. Give me my money. support: We're sorry to hear that. We'd love to see what options we have to help out. Please send us a DM with the email address registered to your PayPal account and some details of how we can help. ^TM customer: .Just credit my account with my money you con artist cunts. support: We don't have any details regarding the issue you're facing. If you'd like to send us a DM with the email address registered to your PayPal account and some details of what's going on, we'd be happy to take a look at what options we have to help out. ^TM customer: .Of course you don’t. You money grabbing bastards.. support: This is the first we're hearing of it. We're here to help if you'd like to send us a DM. ^TM customer: .ill take it up with my bank then shall I? You amateur blaming school leaning coward blaming children wankstains support: Sounds good. If you need us, our offer still stands. Have a nice day :) ^TM customer: Massive lols. You unprofessional dickheads.","Customer is complaining about the service. Agent updated the customer to DM with email address,some details of what's going on and what options they can help out."
152," customer: My partner booked a return flight, did not go on the outward journey and now can't check in on her flight back, plse help support: Hi Paul, sorry to hear this. Unfortunately, when you book a ticket with us you agree that your flights are taken 1/2 support: in sequence order. If not, then the remainder of your itinerary is cancelled out I'm afraid.^Jo 2/2 customer: That's rubbish, she has paid for her flights. There was an emergency and she had to fly out earlier with a different carrier due to cost. customer: Where in the small print does it say this? support: Hi Paul.  We're sorry you remain unhappy.  It's in the T &amp; C's on our website.  You have to use the coupons in sequence and in the (1/3) support: order they're sold to you.  If you fail to do so, then it will be registered as a no show and the return leg is automatically (2/3) support: We appreciate it's upsetting for your wife, but I'm afraid it's the rules on her ticket when she booked. (3/3) ^N customer: Your rules not the rules and one doesn't know about your rules until something happens. Pay for something it's yours to use how you see fit support: Once a return ticket is sold, it must be used as a return, not a one way ticket, I'm afraid. We're sorry for your poor experience.^LW",Customer is complaining about not being able to use the ticket for return journey. Agent states that it gets cancelled if the onward journey has not made.
153," customer: can we please get the contact number for Dubai office please... support: We're here to help, Priya. Send us a note via  so we can assist. customer: Can we get your dubai office number plz support: Sorry for the inconvenience! At this moment, we don't offer phone support for these issues.  Visit this link  so our team can assist. customer: We are looking to talk to someone from marketing so can we have some email ID or so support: Happy to help. At this time your best bet is to reach out to us at  with more details regarding your inquiry, so we can assist you further. customer: I can email or I need to tweet on this address? support: Please go here  and we will take a look.",The customer is asking for the Uber's Dubai office number and emails to reach to solve some issues. The agent replies that they don't offer phone support for these issues and asks to send them a note via link provided by them.
154," customer: wife on delayed united flight 1270 needs 2 make connection to TLH  on DL 2907. Will be there tight. Can u notify gate agent in ATL? support: Hello Bruce. I can tell you that DL2907 is on time this evening. There is no way for us to notify the gate agent, as we cannot hold a flight. I do apologize. Is your wife checked in for the flight already? *TMS customer: Yes.  Name is Carolyn Bell.  Incoming flight (UA 1720) arriving at Terminal T at 6:55. 2907 leaving from Terminal B at 7:28. support: I do see she is checked in. it is definitely going to be a close connection. *TMS customer: I see there is a later flight to TLH.  Can she get on that one? support: If she misses her flight, she will need to let us know. Unfortunately, it may only be on standby at this time. The flight is fully booked. *TMS customer: Thx support: I have made a note in her reservation. I am not sure it will help, but I hope it does. Have a good evening.  *TMS",Customer inquiring about flight cheeked  in and out in the terminal. Agent suggests customer  the booking information .
155," customer: again restricting limits in spend.. £80! How is this helping the lower wage families?!   support: Hi, sorry you feel this way, the spend amount is based on your average spend from the past (1) support: 8 weeks and the 8 weeks before Christmas last year. I will pass your feedback on to the Loyalty department. - Georgina  (2) customer: And it'll be ignored as my last complaint was before. Rewards shouldn't be based on assumptions as situations change customer: Plus we haven't really shopped here the past 8 weeks recently.. maybe past 2-3 weeks max as we've shopped elsewhere cheaper support: I'm really sorry you feel this way, I have passed your feedback on. - Georgina customer: But not really sorry, Let's be honest... it's just the polite thing to say. I know it's not you personally Georgina, But my god, Morrison's is getting worse for this support: We do take your feedback seriously and I do understand your frustration. If I can help you with anything else give me a shout. - G",Customer complaining about restricting limits in speed and how it will be helping for lower wage families. Agent updated that he will take his feedback seriously and  he will pass his feedback on to the loyalty department.
156," customer: 
why isnot my bootcamp work support: We're here to help! Check out this article regarding how to install Bootcamp and let us know if the issue persists:  customer: late 2014 mac mini boot camp failed window 10 installation, error msg  customer: and more error  customer:   customer: can Apple help? this has been so frstrating support: Thanks for reaching out.  Are these the steps you are following to install Windows with Boot Camp:  customer: Useless, has nothing to do with the errors that I encountered support: Thank you for the pictures. Please DM us so we can get you in the right place.  customer: Yes",The customer is complaining that why their bootcamp is not working. The agent asked to follow the steps to install windows with boot camp.
157," customer:  my computer just stopped working after updating whats going on buds customer: i cant even contact customer support on my laptop or phone! groovy! support: We got your back, Em! To clarify, which version of Windows are you using? Any recent changes made before the issue started? customer: windows ten? surface pro 2 i think customer: i just updated it and now every time i log into my guest acct it locks me back out a second later ran update trouble shooter... customer: gave me error code 0x80300113 support: 1/2 Got it, Em. Corrupted or missing files and/or drivers could be the cause of this error. To clarify, you recently updated to support: 2/2 Fall Creators Update? If you can still start in Safe Mode, go to Device Manager to update outdated drivers. customer: yes it was the fall update ive been on device manager it doesnt say anything needs updating support: If that's the case, please run the Surface Diagnostic Toolkit to check for possible corrupted files here:  support: Hi. We'd like to hear from you if we were able to help you resolve your concern. For further assistance, you can send us a tweet. support: Hi Em. We'd like to know how we can improve our support on Twitter. You can share your experience here: ",Customer is complaining about the computer which stopped working after updating and can't even contact customer support on their laptop or phone. Agent requests to run the Surface  Diagnostic Toolkit to check for possible corrupted files in the given URL.
158," customer: charging £1235 to change booking needed coz of  when can't even get back to Miami. Holiday ruined. support: Have you spoken to our Change Booking team for your best options, Steve? Sorry your holiday has been ruined by the hurricane. ^Gill customer: Change team say instructions mean no free transfer. Might change but paid as I can't go FLA or stay and wanted to get seat. support: Hi Steve, please get in touch at your earliest convenience upon your return and we'll be in touch to discuss your experience. ^L customer: Phoned customer: and starting all over again. Now shunted to Customer Relations which doesn't open until 1300. This is a nightmare. customer: Now recorded message saying go on line due to I.T. Outage. customer: Still waiting reply from customer: to 2nd letter on 23 Oct as their first reply did not answer my first approach and ignored points raised re  rerouting. Also made errors on airport of departure so didn’t read my letter properly. support: Hi Steve, please advise us of your Customer Relations reference, telephone number, email and postal address.  Kind regards ^Jm customer: The ref number is 17012319. Telno 07963 239006. Address and email you will have on my account. I am concerned to put so much personal info on Twitter when I do not know who will get to see it. Regards, Steve Collier support: Hi Steve, thanks for taking the time to chat.  As discussed we're unable to reimburse you the cost that you paid to change your flights. Even though a policy came out after you made the changes. I'll email you a letter with the points that we discussed as well. Thanks. ^Raj",Customer complains about charging for change in booking. Agent informs to customers that he will email a letter with points that he discussed.
159," customer: I have been home all day, why did I get a notice that delivery failed. support: I'm sorry your order wasn't delivered. The carrier should provide a reason. Have you checked for a note or on their site? ^AM customer: You sent me an email. The carrier never came to my house. Son just had surgery, haven't left. customer: I don't blame you, I love Amazon. I blame carrier. support: Who was the carrier for the delivery? You can find that information here:   ^FJ customer: While we are talking. I have a confession. I am a prime addict. Is there a 12 step program? support: I'm glad to hear you're such a loyal customer! We do offer Amazon Allowance for easy budgeting:  😃 ^JR customer: USPS936128__credit_card__. Here all day long. support: We're happy to review the order and assist you directly. If you have a moment, please reach us here:  ^JR customer: Ahhhhhhhhhhhh, I just got another notice saying usps tried again. I have again been home all day!!! customer: I double checked the address, it's correct. What's up? support: Oh no! I'm so sorry to see this. Were you able to reach us yesterday? If so, what insight/options were provided? ^BL customer: You were as baffled as I. The USPS said they tried to deliver when we were home all day. My son is recovering from surgery, so we're home support: Thank you for letting us know. Have you had a chance to contact USPS directly for an update:  ^LR customer: Yes, have ever tried? They committed to delivering it Monday. Sigh.",Customer is complaining about the delayed delivery of a product. Agent is inquiring whether the customer had contacted USPS directly for an update.
160," customer: Hi, I am an existing customer of your bank tried calling +912249552484 several times but sorry to say the pathetic service rcvd support: I'm sorry to hear about the issue. To escalate further please complete the link  ^YC customer: Submitted the same, also have mentioned that presently I am not in India so best way to communicate it to my email id also have given mob # customer: Any luck ? support: I understand your frustration. The India Team will reach out to you. Please allow 24-48 business hours.^JM customer: Any luck ? Nothing in mail ?? 
Improve your services even   has improved it. customer:    - Any updates please ? You can ask them to call now on the number mentioned. Please assist. support: Once escalated, you should be contacted within 2 business days. Please do not include account  or PINs when responding.^JT 2/2 support: I'm sorry to hear you have not been contacted. I would be happy to escalate ur request. Please click link to send your ph #.1/2  customer: Hey ! I got call from customer service and queries are answered now.
 support: Happy to hear this has been resolved. Pls reach back out w/ any future questions. Have a great day! ^JT","The customer says that he is an existing customer of the bank, he tried calling to the bank several times but he didn't get any service from the bank. The agent asks to complete the required details in the provided link to escalate the issue further and asks to provide the phone number in order to assist further on the issue."
